_id,hilo,posicion_hilo,id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d3257e36b361d2ed051d6c2"),212,3,989868683395772416,Joy,1.4,31,87,0,0.095,0.074,24
ObjectId("5d3257e36b361d2ed051d6c3"),212,2,989868407406383104,Joy,1.4,6,47,0,0.018,0.04,16
ObjectId("5d3257e36b361d2ed051d6c4"),212,1,989868325533552640,Joy,1.4,7,56,0,0.022,0.048,9
ObjectId("5d3257e36b361d2ed051d6c5"),212,0,989868124525809664,Joy,1.4,144,266,0,0.443,0.227,1
ObjectId("5d3257e36b361d2ed051d6c6"),388,38,1098416791661867008,Sadness,1,10,292,0,0.002,0.014,100
ObjectId("5d3257e36b361d2ed051d6c7"),388,37,1098415629051125760,Surprise,1,8,220,0,0.001,0.01,97
ObjectId("5d3257e36b361d2ed051d6c8"),388,36,1098319994830479360,Fear,1,71,671,0,0.012,0.032,95
ObjectId("5d3257e36b361d2ed051d6c9"),388,35,1098316563822735360,Fear,1,142,628,0,0.025,0.03,92
ObjectId("5d3257e36b361d2ed051d6ca"),388,34,1098314422664060928,Joy,1,43,333,0,0.007,0.016,90
ObjectId("5d3257e36b361d2ed051d6cb"),388,33,1098313326935760896,Fear,1,60,461,0,0.01,0.022,87
ObjectId("5d3257e36b361d2ed051d6cc"),388,32,1098312711367122949,Joy,1,48,304,0,0.008,0.014,84
ObjectId("5d3257e36b361d2ed051d6cd"),388,31,1098309154538545153,Surprise,1,88,341,0,0.015,0.016,82
ObjectId("5d3257e36b361d2ed051d6ce"),388,30,1098307801514790912,Joy,1,182,503,0,0.031,0.024,79
ObjectId("5d3257e36b361d2ed051d6cf"),388,29,1098307361066733568,Fear,1,238,514,0,0.041,0.024,77
ObjectId("5d3257e36b361d2ed051d6d0"),388,28,1098306689466388480,Joy,1,118,422,0,0.02,0.02,74
ObjectId("5d3257e36b361d2ed051d6d1"),388,27,1098306089156632577,Surprise,1,91,395,0,0.016,0.019,71
ObjectId("5d3257e36b361d2ed051d6d2"),388,26,1098304793062236161,Joy,1,115,460,0,0.02,0.022,69
ObjectId("5d3257e36b361d2ed051d6d3"),388,25,1098303800794705920,Surprise,1,167,536,0,0.029,0.025,66
ObjectId("5d3257e36b361d2ed051d6d4"),388,24,1098302166689767424,Surprise,1,92,463,0,0.016,0.022,64
ObjectId("5d3257e36b361d2ed051d6d5"),388,23,1098301451929960448,Surprise,1,241,568,0,0.042,0.027,61
ObjectId("5d3257e36b361d2ed051d6d6"),388,22,1098299611230363648,Fear,1,131,452,0,0.023,0.021,58
ObjectId("5d3257e36b361d2ed051d6d7"),388,21,1098299028842807297,Joy,1,67,356,0,0.012,0.017,56
ObjectId("5d3257e36b361d2ed051d6d8"),388,20,1098297293545951232,Joy,1,64,382,0,0.011,0.018,53
ObjectId("5d3257e36b361d2ed051d6d9"),388,19,1098296769035653126,Joy,1,80,393,0,0.014,0.019,50
ObjectId("5d3257e36b361d2ed051d6da"),388,18,1098296499237081088,Joy,1,87,399,0,0.015,0.019,48
ObjectId("5d3257e36b361d2ed051d6db"),388,17,1098295952555704320,Joy,1,57,362,0,0.01,0.017,45
ObjectId("5d3257e36b361d2ed051d6dc"),388,16,1098295174453592064,Joy,1,126,444,0,0.022,0.021,43
ObjectId("5d3257e36b361d2ed051d6dd"),388,15,1098293970541527040,Joy,1,104,417,0,0.018,0.02,40
ObjectId("5d3257e36b361d2ed051d6de"),388,14,1098292700862808064,Joy,1,156,488,0,0.027,0.023,37
ObjectId("5d3257e36b361d2ed051d6df"),388,13,1098291991845040128,Joy,1,69,438,0,0.012,0.021,35
ObjectId("5d3257e36b361d2ed051d6e0"),388,12,1098291048395067392,Joy,1,58,407,0,0.01,0.019,32
ObjectId("5d3257e36b361d2ed051d6e1"),388,11,1098290435947032576,Disgust,1,47,378,0,0.008,0.018,30
ObjectId("5d3257e36b361d2ed051d6e2"),388,10,1098289207741636608,Joy,1,60,412,0,0.01,0.02,27
ObjectId("5d3257e36b361d2ed051d6e3"),388,9,1098288055868260352,Joy,1,62,437,0,0.011,0.021,24
ObjectId("5d3257e36b361d2ed051d6e4"),388,8,1098286823166472192,Joy,1,101,572,0,0.017,0.027,22
ObjectId("5d3257e36b361d2ed051d6e5"),388,7,1098286387470622720,Joy,1,146,620,0,0.025,0.029,19
ObjectId("5d3257e36b361d2ed051d6e6"),388,6,1098285135772844032,Surprise,1,215,1271,0,0.037,0.06,17
ObjectId("5d3257e36b361d2ed051d6e7"),388,5,1098284790275497984,Joy,1,60,478,0,0.01,0.023,14
ObjectId("5d3257e36b361d2ed051d6e8"),388,4,1098284566102433793,Fear,1,74,536,0,0.013,0.025,11
ObjectId("5d3257e36b361d2ed051d6e9"),388,3,1098284279577042944,Surprise,1,87,504,0,0.015,0.024,9
ObjectId("5d3257e36b361d2ed051d6ea"),388,2,1098283910893469701,Disgust,1,40,402,0,0.007,0.019,6
ObjectId("5d3257e36b361d2ed051d6eb"),388,1,1098283558567784448,Joy,1,65,453,0,0.011,0.021,4
ObjectId("5d3257e36b361d2ed051d6ec"),388,0,1098283239506993152,Fear,1,2114,3378,0,0.365,0.16,1
ObjectId("5d3257e36b361d2ed051d6ed"),116,8,1097441008722341888,Fear,1,130,515,0,0.127,0.166,100
ObjectId("5d3257e36b361d2ed051d6ee"),116,7,1097420886028767232,Sadness,1,36,208,0,0.035,0.067,88
ObjectId("5d3257e36b361d2ed051d6ef"),116,6,1097420718730547200,Sadness,1,34,196,0,0.033,0.063,75
ObjectId("5d3257e36b361d2ed051d6f0"),116,5,1097420526300090368,Surprise,1,33,194,0,0.032,0.063,63
ObjectId("5d3257e36b361d2ed051d6f1"),116,4,1097420409320992770,Sadness,1,36,207,0,0.035,0.067,50
ObjectId("5d3257e36b361d2ed051d6f2"),116,3,1097419947364573184,Anger,1,84,336,0,0.082,0.108,38
ObjectId("5d3257e36b361d2ed051d6f3"),116,2,1097419342772387840,Fear,1,67,243,0,0.065,0.078,26
ObjectId("5d3257e36b361d2ed051d6f4"),116,1,1097418357542977536,Surprise,1,123,435,0,0.12,0.14,13
ObjectId("5d3257e36b361d2ed051d6f5"),116,0,1097417280084951040,Surprise,1,480,765,0,0.469,0.247,1
ObjectId("5d3257e36b361d2ed051d6f6"),216,13,997292119063580672,Fear,1,106,560,0,0.02,0.022,100
ObjectId("5d3257e36b361d2ed051d6f7"),216,12,997291849554448384,Joy,1,64,436,0,0.012,0.017,92
ObjectId("5d3257e36b361d2ed051d6f8"),216,11,997291100598550533,Joy,1,111,575,0,0.021,0.022,85
ObjectId("5d3257e36b361d2ed051d6f9"),216,10,997290741968719872,Joy,1,50,449,0,0.01,0.017,77
ObjectId("5d3257e36b361d2ed051d6fa"),216,9,997290411642114048,Joy,1,39,406,0,0.008,0.016,70
ObjectId("5d3257e36b361d2ed051d6fb"),216,8,997281965169459200,Joy,1,137,620,0,0.026,0.024,62
ObjectId("5d3257e36b361d2ed051d6fc"),216,7,997280937439186944,Fear,1,200,681,0,0.039,0.026,54
ObjectId("5d3257e36b361d2ed051d6fd"),216,6,997280122494377984,Fear,1,119,640,0,0.023,0.025,47
ObjectId("5d3257e36b361d2ed051d6fe"),216,5,997279227819966464,Joy,1,333,1177,0,0.064,0.045,39
ObjectId("5d3257e36b361d2ed051d6ff"),216,4,997278531410264064,Sadness,1,245,1056,0,0.047,0.041,31
ObjectId("5d3257e36b361d2ed051d700"),216,3,997278180766400512,Surprise,1,114,644,0,0.022,0.025,24
ObjectId("5d3257e36b361d2ed051d701"),216,2,997277851622694912,Fear,1,141,827,0,0.027,0.032,16
ObjectId("5d3257e36b361d2ed051d702"),216,1,997277361950277632,Surprise,1,158,985,0,0.03,0.038,9
ObjectId("5d3257e36b361d2ed051d703"),216,0,997277245923213313,Joy,1,3368,16874,0,0.649,0.651,1
ObjectId("5d3257e36b361d2ed051d704"),182,11,1032722059833602049,Fear,1.2,68,226,1,0.043,0.066,100
ObjectId("5d3257e36b361d2ed051d705"),182,10,1032345809298305024,Joy,1.2,82,233,0,0.052,0.068,91
ObjectId("5d3257e36b361d2ed051d706"),182,9,1032344979002286080,Disgust,1.2,71,230,0,0.045,0.067,82
ObjectId("5d3257e36b361d2ed051d707"),182,8,1032344565431320578,Fear,1.2,149,496,0,0.095,0.144,73
ObjectId("5d3257e36b361d2ed051d708"),182,7,1032337333138481154,Joy,1.2,48,157,0,0.031,0.046,64
ObjectId("5d3257e36b361d2ed051d709"),182,6,1032336569791901697,Joy,1.2,40,139,0,0.026,0.04,55
ObjectId("5d3257e36b361d2ed051d70a"),182,5,1032336268619857920,Surprise,1.2,60,256,0,0.038,0.075,46
ObjectId("5d3257e36b361d2ed051d70b"),182,4,1032335464030789632,Sadness,1.2,88,277,0,0.056,0.081,37
ObjectId("5d3257e36b361d2ed051d70c"),182,3,1032333435279474688,Fear,1.2,109,185,0,0.07,0.054,28
ObjectId("5d3257e36b361d2ed051d70d"),182,2,1032332817169035264,Joy,1.2,94,186,0,0.06,0.054,19
ObjectId("5d3257e36b361d2ed051d70e"),182,1,1032322824608858112,Joy,1.2,178,271,0,0.114,0.079,10
ObjectId("5d3257e36b361d2ed051d70f"),182,0,1032321398780436480,Joy,1.2,580,779,0,0.37,0.227,1
ObjectId("5d3257e36b361d2ed051d710"),218,14,1021483710494007296,Joy,1.4,52,259,0,0.021,0.035,100
ObjectId("5d3257e36b361d2ed051d711"),218,13,1021481971703312384,Surprise,1.4,73,662,0,0.03,0.09,93
ObjectId("5d3257e36b361d2ed051d712"),218,12,1021481304788008961,Surprise,1.4,312,803,0,0.127,0.109,86
ObjectId("5d3257e36b361d2ed051d713"),218,11,1021481085237125120,Anger,1.4,50,228,0,0.02,0.031,79
ObjectId("5d3257e36b361d2ed051d714"),218,10,1021480736430477317,Surprise,1.4,245,580,0,0.1,0.079,72
ObjectId("5d3257e36b361d2ed051d715"),218,9,1021480134002593793,Surprise,1.4,67,281,0,0.027,0.038,65
ObjectId("5d3257e36b361d2ed051d716"),218,8,1021480066029694978,Surprise,1.4,93,299,0,0.038,0.041,58
ObjectId("5d3257e36b361d2ed051d717"),218,7,1021479891244658689,Joy,1.4,270,833,0,0.11,0.113,50
ObjectId("5d3257e36b361d2ed051d718"),218,6,1021479739465388032,Sadness,1.4,180,459,0,0.073,0.062,43
ObjectId("5d3257e36b361d2ed051d719"),218,5,1021479482740355072,Joy,1.4,265,587,0,0.108,0.08,36
ObjectId("5d3257e36b361d2ed051d71a"),218,4,1021479365534728192,Fear,1.4,153,374,0,0.062,0.051,29
ObjectId("5d3257e36b361d2ed051d71b"),218,3,1021478751987752960,Joy,1.4,96,355,0,0.039,0.048,22
ObjectId("5d3257e36b361d2ed051d71c"),218,2,1021477891853496321,Joy,1.4,137,433,0,0.056,0.059,15
ObjectId("5d3257e36b361d2ed051d71d"),218,1,1021477602882723840,Joy,1.4,172,513,0,0.07,0.07,8
ObjectId("5d3257e36b361d2ed051d71e"),218,0,1021477164796047360,Fear,1.4,295,694,0,0.12,0.094,1
ObjectId("5d3257e36b361d2ed051d71f"),267,17,987002735156514816,Joy,1.2,24,194,0,0.001,0.001,100
ObjectId("5d3257e36b361d2ed051d720"),267,16,986279005753049090,Sadness,1.2,148,3534,0,0.005,0.012,94
ObjectId("5d3257e36b361d2ed051d721"),267,15,985760097128341504,Joy,1.2,3775,47336,0,0.124,0.159,88
ObjectId("5d3257e36b361d2ed051d722"),267,14,985760094527938560,Fear,1.2,2694,27639,0,0.089,0.093,83
ObjectId("5d3257e36b361d2ed051d723"),267,13,985760092820684800,Fear,1.2,667,16954,0,0.022,0.057,77
ObjectId("5d3257e36b361d2ed051d724"),267,12,985760091654754305,Joy,1.2,485,13555,0,0.016,0.046,71
ObjectId("5d3257e36b361d2ed051d725"),267,11,985760090539085825,Fear,1.2,505,12893,0,0.017,0.043,65
ObjectId("5d3257e36b361d2ed051d726"),267,10,985760089305944064,Joy,1.2,612,13945,0,0.02,0.047,59
ObjectId("5d3257e36b361d2ed051d727"),267,9,985760086793605121,Joy,1.2,411,8731,0,0.014,0.029,53
ObjectId("5d3257e36b361d2ed051d728"),267,8,985760084851650560,Joy,1.2,787,15901,0,0.026,0.054,48
ObjectId("5d3257e36b361d2ed051d729"),267,7,985760083735916544,Joy,1.2,494,11094,0,0.016,0.037,42
ObjectId("5d3257e36b361d2ed051d72a"),267,6,985760082666426368,Joy,1.2,554,13639,0,0.018,0.046,36
ObjectId("5d3257e36b361d2ed051d72b"),267,5,985760081554886656,Joy,1.2,417,9380,0,0.014,0.032,30
ObjectId("5d3257e36b361d2ed051d72c"),267,4,985760080464437249,Joy,1.2,458,9728,0,0.015,0.033,24
ObjectId("5d3257e36b361d2ed051d72d"),267,3,985760079084490752,Joy,1.2,463,9706,0,0.015,0.033,18
ObjectId("5d3257e36b361d2ed051d72e"),267,2,985760078069411841,Joy,1.2,451,9270,0,0.015,0.031,13
ObjectId("5d3257e36b361d2ed051d72f"),267,1,985760076865695744,Joy,1.2,468,8057,0,0.015,0.027,7
ObjectId("5d3257e36b361d2ed051d730"),267,0,985760075695476737,Joy,1.2,16971,65627,0,0.559,0.221,1
ObjectId("5d3257e36b361d2ed051d731"),70,6,1141319440727977984,Joy,1.3,993,3593,0,0.105,0.152,100
ObjectId("5d3257e36b361d2ed051d732"),70,5,1141318657571729408,Disgust,1.3,400,1480,0,0.042,0.062,84
ObjectId("5d3257e36b361d2ed051d733"),70,4,1141318294269546496,Surprise,1.3,526,1682,0,0.056,0.071,67
ObjectId("5d3257e36b361d2ed051d734"),70,3,1141317639760994306,Disgust,1.3,401,1463,0,0.042,0.062,50
ObjectId("5d3257e36b361d2ed051d735"),70,2,1141316999366303744,Joy,1.3,471,1559,0,0.05,0.066,34
ObjectId("5d3257e36b361d2ed051d736"),70,1,1141316183129505792,Fear,1.3,886,2679,0,0.094,0.113,18
ObjectId("5d3257e36b361d2ed051d737"),70,0,1141314811848011778,Joy,1.3,5786,11246,0,0.611,0.474,1
ObjectId("5d3257e36b361d2ed051d738"),181,11,951665089228300289,Joy,1.1,43,135,0,0.048,0.084,100
ObjectId("5d3257e36b361d2ed051d739"),181,10,951664241995599873,Joy,1.1,69,108,0,0.077,0.067,91
ObjectId("5d3257e36b361d2ed051d73a"),181,9,951663740126203904,Joy,1.1,118,162,0,0.132,0.101,82
ObjectId("5d3257e36b361d2ed051d73b"),181,8,951663094727675904,Surprise,1.1,69,127,0,0.077,0.079,73
ObjectId("5d3257e36b361d2ed051d73c"),181,7,951662527431225344,Joy,1.1,38,85,0,0.043,0.053,64
ObjectId("5d3257e36b361d2ed051d73d"),181,6,951661961799979010,Surprise,1.1,57,108,0,0.064,0.067,55
ObjectId("5d3257e36b361d2ed051d73e"),181,5,951660917883797505,Fear,1.1,50,93,0,0.056,0.058,46
ObjectId("5d3257e36b361d2ed051d73f"),181,4,951660483798601728,Fear,1.1,85,119,0,0.095,0.074,37
ObjectId("5d3257e36b361d2ed051d740"),181,3,951660087944400896,Joy,1.1,72,110,0,0.081,0.069,28
ObjectId("5d3257e36b361d2ed051d741"),181,2,951658433857679361,Surprise,1.1,51,126,0,0.057,0.079,19
ObjectId("5d3257e36b361d2ed051d742"),181,1,951657685434421249,Joy,1.1,74,143,1,0.083,0.089,10
ObjectId("5d3257e36b361d2ed051d743"),181,0,951656887904239616,Joy,1.1,164,287,3,0.184,0.179,1
ObjectId("5d3257e36b361d2ed051d744"),232,14,1109585912206233600,Joy,0.8,244,655,0,0.064,0.054,100
ObjectId("5d3257e36b361d2ed051d745"),232,13,1109585903167504385,Joy,0.8,134,556,0,0.035,0.046,93
ObjectId("5d3257e36b361d2ed051d746"),232,12,1109585900449615872,Joy,0.8,110,494,0,0.029,0.041,86
ObjectId("5d3257e36b361d2ed051d747"),232,11,1109585897672990720,Fear,0.8,159,563,0,0.042,0.047,79
ObjectId("5d3257e36b361d2ed051d748"),232,10,1109585894422376448,Joy,0.8,179,712,0,0.047,0.059,72
ObjectId("5d3257e36b361d2ed051d749"),232,9,1109585891687723008,Joy,0.8,174,627,1,0.046,0.052,65
ObjectId("5d3257e36b361d2ed051d74a"),232,8,1109585887803801600,Sadness,0.8,123,551,1,0.032,0.046,58
ObjectId("5d3257e36b361d2ed051d74b"),232,7,1109585883378835456,Fear,0.8,226,662,2,0.059,0.055,50
ObjectId("5d3257e36b361d2ed051d74c"),232,6,1109585870342881280,Joy,0.8,263,774,0,0.069,0.064,43
ObjectId("5d3257e36b361d2ed051d74d"),232,5,1109585860477894658,Fear,0.8,157,674,0,0.041,0.056,36
ObjectId("5d3257e36b361d2ed051d74e"),232,4,1109585857374097408,Fear,0.8,210,704,0,0.055,0.058,29
ObjectId("5d3257e36b361d2ed051d74f"),232,3,1109585840521396225,Joy,0.8,246,919,0,0.065,0.076,22
ObjectId("5d3257e36b361d2ed051d750"),232,2,1109585838323621888,Fear,0.8,198,741,0,0.052,0.061,15
ObjectId("5d3257e36b361d2ed051d751"),232,1,1109585835978940416,Disgust,0.8,213,820,1,0.056,0.068,8
ObjectId("5d3257e36b361d2ed051d752"),232,0,1109585830392131584,Surprise,0.8,1168,2640,0,0.307,0.218,1
ObjectId("5d3257e36b361d2ed051d753"),207,13,989852912586252293,Fear,1,84,74,0,0.034,0.034,100
ObjectId("5d3257e36b361d2ed051d754"),207,12,989830910920085504,Joy,1,153,110,0,0.062,0.05,92
ObjectId("5d3257e36b361d2ed051d755"),207,11,989829744043724802,Joy,1,96,72,0,0.039,0.033,85
ObjectId("5d3257e36b361d2ed051d756"),207,10,989828916264230913,Joy,1,106,80,0,0.043,0.037,77
ObjectId("5d3257e36b361d2ed051d757"),207,9,989451101186543616,Joy,1,72,63,0,0.029,0.029,70
ObjectId("5d3257e36b361d2ed051d758"),207,8,989450124844785664,Joy,1,168,92,0,0.068,0.042,62
ObjectId("5d3257e36b361d2ed051d759"),207,7,989449434437242880,Joy,1,96,83,0,0.039,0.038,54
ObjectId("5d3257e36b361d2ed051d75a"),207,6,989448126565101569,Joy,1,117,88,5,0.047,0.04,47
ObjectId("5d3257e36b361d2ed051d75b"),207,5,989142599494766592,Joy,1,140,137,0,0.056,0.063,39
ObjectId("5d3257e36b361d2ed051d75c"),207,4,989098103927201798,Fear,1,145,127,0,0.058,0.058,31
ObjectId("5d3257e36b361d2ed051d75d"),207,3,989093766115069952,Joy,1,175,151,0,0.07,0.069,24
ObjectId("5d3257e36b361d2ed051d75e"),207,2,989092801219649543,Fear,1,156,153,0,0.063,0.07,16
ObjectId("5d3257e36b361d2ed051d75f"),207,1,989091674591825921,Joy,1,207,172,0,0.083,0.079,9
ObjectId("5d3257e36b361d2ed051d760"),207,0,989090805750083585,Fear,1,767,779,0,0.309,0.357,1
ObjectId("5d3257e36b361d2ed051d761"),220,14,1110300844703055879,Joy,1,1274,4493,0,0.06,0.065,100
ObjectId("5d3257e36b361d2ed051d762"),220,13,1110298798188843008,Joy,1,459,2332,0,0.022,0.034,93
ObjectId("5d3257e36b361d2ed051d763"),220,12,1110297580456632322,Joy,1,619,2396,0,0.029,0.035,86
ObjectId("5d3257e36b361d2ed051d764"),220,11,1110296279324737542,Disgust,1,561,2423,0,0.027,0.035,79
ObjectId("5d3257e36b361d2ed051d765"),220,10,1110293901473169411,Joy,1,625,2591,0,0.03,0.038,72
ObjectId("5d3257e36b361d2ed051d766"),220,9,1110290420062478338,Joy,1,550,2570,0,0.026,0.037,65
ObjectId("5d3257e36b361d2ed051d767"),220,8,1110288784250335235,Fear,1,642,2802,0,0.03,0.041,58
ObjectId("5d3257e36b361d2ed051d768"),220,7,1110285145536385024,Joy,1,1492,4027,0,0.071,0.059,50
ObjectId("5d3257e36b361d2ed051d769"),220,6,1110276034488864774,Joy,1,1810,5868,0,0.086,0.086,43
ObjectId("5d3257e36b361d2ed051d76a"),220,5,1110275031077187587,Joy,1,1044,3768,0,0.05,0.055,36
ObjectId("5d3257e36b361d2ed051d76b"),220,4,1110272617037078539,Surprise,1,1503,4829,0,0.071,0.07,29
ObjectId("5d3257e36b361d2ed051d76c"),220,3,1110270254926696450,Joy,1,1788,6264,0,0.085,0.091,22
ObjectId("5d3257e36b361d2ed051d76d"),220,2,1110269215104266240,Joy,1,883,3960,0,0.042,0.058,15
ObjectId("5d3257e36b361d2ed051d76e"),220,1,1110267413638057984,Joy,1,1675,5436,0,0.079,0.079,8
ObjectId("5d3257e36b361d2ed051d76f"),220,0,1110266052104073216,Joy,1,6158,14849,0,0.292,0.216,1
ObjectId("5d3257e36b361d2ed051d770"),302,20,1098278746124099584,Joy,1.3,644,1216,0,0.095,0.07,100
ObjectId("5d3257e36b361d2ed051d771"),302,19,1098278745511788551,Joy,1.3,402,1166,0,0.059,0.067,95
ObjectId("5d3257e36b361d2ed051d772"),302,18,1098278744949772293,Surprise,1.3,235,699,0,0.035,0.04,90
ObjectId("5d3257e36b361d2ed051d773"),302,17,1098278744329019394,Joy,1.3,275,772,0,0.04,0.044,85
ObjectId("5d3257e36b361d2ed051d774"),302,16,1098278743540465664,Joy,1.3,168,570,0,0.025,0.033,80
ObjectId("5d3257e36b361d2ed051d775"),302,15,1098278742735155200,Fear,1.3,195,577,0,0.029,0.033,75
ObjectId("5d3257e36b361d2ed051d776"),302,14,1098278741543972865,Fear,1.3,182,566,0,0.027,0.033,70
ObjectId("5d3257e36b361d2ed051d777"),302,13,1098278740742803457,Joy,1.3,275,685,0,0.04,0.039,65
ObjectId("5d3257e36b361d2ed051d778"),302,12,1098278740176629761,Anger,1.3,182,595,0,0.027,0.034,60
ObjectId("5d3257e36b361d2ed051d779"),302,11,1098278739476209671,Fear,1.3,167,642,0,0.025,0.037,55
ObjectId("5d3257e36b361d2ed051d77a"),302,10,1098278738322751493,Surprise,1.3,179,565,0,0.026,0.033,50
ObjectId("5d3257e36b361d2ed051d77b"),302,9,1098278737634840576,Joy,1.3,295,702,0,0.043,0.04,46
ObjectId("5d3257e36b361d2ed051d77c"),302,8,1098278736808562689,Fear,1.3,153,577,0,0.022,0.033,41
ObjectId("5d3257e36b361d2ed051d77d"),302,7,1098278736204582912,Anger,1.3,183,645,0,0.027,0.037,36
ObjectId("5d3257e36b361d2ed051d77e"),302,6,1098278734698823684,Joy,1.3,176,664,0,0.026,0.038,31
ObjectId("5d3257e36b361d2ed051d77f"),302,5,1098278733977477120,Fear,1.3,181,682,0,0.027,0.039,26
ObjectId("5d3257e36b361d2ed051d780"),302,4,1098278733344133122,Joy,1.3,279,781,0,0.041,0.045,21
ObjectId("5d3257e36b361d2ed051d781"),302,3,1098278732735938560,Joy,1.3,183,642,0,0.027,0.037,16
ObjectId("5d3257e36b361d2ed051d782"),302,2,1098278731976720387,Joy,1.3,219,704,0,0.032,0.041,11
ObjectId("5d3257e36b361d2ed051d783"),302,1,1098278730286403585,Fear,1.3,287,734,0,0.042,0.042,6
ObjectId("5d3257e36b361d2ed051d784"),302,0,1098278729749618689,Joy,1.3,1941,3170,0,0.285,0.183,1
ObjectId("5d3257e36b361d2ed051d785"),383,35,1035161267550543874,Fear,0.8,2,36,0,0.005,0.007,100
ObjectId("5d3257e36b361d2ed051d786"),383,34,1035161262550921217,Surprise,0.8,1,33,0,0.003,0.006,97
ObjectId("5d3257e36b361d2ed051d787"),383,33,1035161258406948864,Joy,0.8,2,43,0,0.005,0.008,94
ObjectId("5d3257e36b361d2ed051d788"),383,32,1035161254116118530,Joy,0.8,3,36,0,0.008,0.007,92
ObjectId("5d3257e36b361d2ed051d789"),383,31,1035161250924118017,Joy,0.8,2,32,0,0.005,0.006,89
ObjectId("5d3257e36b361d2ed051d78a"),383,30,1035161247656943616,Joy,0.8,3,93,0,0.008,0.017,86
ObjectId("5d3257e36b361d2ed051d78b"),383,29,1035161244704100352,Fear,0.8,3,157,0,0.008,0.03,83
ObjectId("5d3257e36b361d2ed051d78c"),383,28,1035161242342772741,Fear,0.8,3,145,0,0.008,0.027,80
ObjectId("5d3257e36b361d2ed051d78d"),383,27,1035161238400126976,Surprise,0.8,3,134,0,0.008,0.025,77
ObjectId("5d3257e36b361d2ed051d78e"),383,26,1035161234860138497,Joy,0.8,3,138,0,0.008,0.026,75
ObjectId("5d3257e36b361d2ed051d78f"),383,25,1035161220620398592,Fear,0.8,4,113,0,0.011,0.021,72
ObjectId("5d3257e36b361d2ed051d790"),383,24,1035160400420069376,Fear,0.8,4,129,0,0.011,0.024,69
ObjectId("5d3257e36b361d2ed051d791"),383,23,1035160396859142144,Fear,0.8,6,126,0,0.016,0.024,66
ObjectId("5d3257e36b361d2ed051d792"),383,22,1035160393600118784,Joy,0.8,2,99,0,0.005,0.019,63
ObjectId("5d3257e36b361d2ed051d793"),383,21,1035160389653356544,Fear,0.8,3,106,0,0.008,0.02,60
ObjectId("5d3257e36b361d2ed051d794"),383,20,1035160386910257152,Fear,0.8,2,114,0,0.005,0.021,58
ObjectId("5d3257e36b361d2ed051d795"),383,19,1035160384309800961,Joy,0.8,6,180,0,0.016,0.034,55
ObjectId("5d3257e36b361d2ed051d796"),383,18,1035160380241338368,Joy,0.8,2,166,0,0.005,0.031,52
ObjectId("5d3257e36b361d2ed051d797"),383,17,1035160376218984448,Fear,0.8,4,144,0,0.011,0.027,49
ObjectId("5d3257e36b361d2ed051d798"),383,16,1035160372209172480,Joy,0.8,2,110,0,0.005,0.021,46
ObjectId("5d3257e36b361d2ed051d799"),383,15,1035160368262336512,Joy,0.8,3,120,0,0.008,0.023,43
ObjectId("5d3257e36b361d2ed051d79a"),383,14,1035160364332273666,Joy,0.8,3,133,0,0.008,0.025,41
ObjectId("5d3257e36b361d2ed051d79b"),383,13,1035160360398061568,Surprise,0.8,3,145,0,0.008,0.027,38
ObjectId("5d3257e36b361d2ed051d79c"),383,12,1035160355226435584,Fear,0.8,7,220,0,0.019,0.041,35
ObjectId("5d3257e36b361d2ed051d79d"),383,11,1035160350533066752,Joy,0.8,8,171,0,0.021,0.032,32
ObjectId("5d3257e36b361d2ed051d79e"),383,10,1035160346674307072,Joy,0.8,27,307,0,0.072,0.058,29
ObjectId("5d3257e36b361d2ed051d79f"),383,9,1035160342765215744,Anger,0.8,19,196,0,0.051,0.037,26
ObjectId("5d3257e36b361d2ed051d7a0"),383,8,1035160338646421511,Fear,0.8,11,172,0,0.029,0.032,24
ObjectId("5d3257e36b361d2ed051d7a1"),383,7,1035160334863163392,Joy,0.8,4,142,0,0.011,0.027,21
ObjectId("5d3257e36b361d2ed051d7a2"),383,6,1035160330433978368,Fear,0.8,10,173,0,0.027,0.033,18
ObjectId("5d3257e36b361d2ed051d7a3"),383,5,1035160326688395264,Joy,0.8,9,192,0,0.024,0.036,15
ObjectId("5d3257e36b361d2ed051d7a4"),383,4,1035160323383328768,Joy,0.8,12,163,0,0.032,0.031,12
ObjectId("5d3257e36b361d2ed051d7a5"),383,3,1035160317679030272,Surprise,0.8,3,124,0,0.008,0.023,9
ObjectId("5d3257e36b361d2ed051d7a6"),383,2,1035160314155806720,Joy,0.8,4,138,0,0.011,0.026,7
ObjectId("5d3257e36b361d2ed051d7a7"),383,1,1035160308355145728,Joy,0.8,15,155,0,0.04,0.029,4
ObjectId("5d3257e36b361d2ed051d7a8"),383,0,1035160280978808833,Joy,0.8,177,630,3,0.471,0.119,1
ObjectId("5d3257e36b361d2ed051d7a9"),370,29,953519552364711936,Joy,1.2,241,664,0,0.049,0.065,100
ObjectId("5d3257e36b361d2ed051d7aa"),370,28,953519278338265088,Anger,1.2,238,436,0,0.048,0.043,97
ObjectId("5d3257e36b361d2ed051d7ab"),370,27,953518596038234112,Joy,1.2,232,393,0,0.047,0.039,93
