_id,hilo,posicion_hilo,fecha,id,user_id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d257ef46b361d2564f95ac6"),93,6,""2019-03-09T16:07:36.000Z"",1104413432760152070,3223426134,Anger,2.2602,2042,6636,0,0.084,0.094,86
ObjectId("5d257ef46b361d2564f95ac7"),93,5,""2019-03-09T16:04:56.000Z"",1104412762720083968,3223426134,Joy,2.2602,1875,5993,0,0.077,0.084,72
ObjectId("5d257ef46b361d2564f95ac8"),93,4,""2019-03-09T16:02:56.000Z"",1104412259269443584,3223426134,Fear,2.2602,1321,5082,0,0.054,0.072,58
ObjectId("5d257ef46b361d2564f95ac9"),93,3,""2019-03-09T16:00:57.000Z"",1104411759908175873,3223426134,Surprise,2.2602,1482,5739,0,0.061,0.081,43
ObjectId("5d257ef46b361d2564f95aca"),93,2,""2019-03-09T15:58:27.000Z"",1104411131525894144,3223426134,Joy,2.2602,2768,7935,0,0.114,0.112,29
ObjectId("5d257ef46b361d2564f95acb"),93,1,""2019-03-09T15:54:11.000Z"",1104410056404205568,3223426134,Joy,2.2602,2380,7353,0,0.098,0.104,15
ObjectId("5d257ef46b361d2564f95acc"),93,0,""2019-03-09T15:51:24.000Z"",1104409359843540992,3223426134,Joy,2.2602,10863,25699,0,0.446,0.362,1
ObjectId("5d257ef46b361d2564f95acd"),94,7,""2019-04-02T22:30:51.000Z"",1113207192163835905,384910109,Surprise,1.48879,1041,3369,0,0.128,0.159,100
ObjectId("5d257ef46b361d2564f95ace"),94,6,""2019-04-02T22:30:51.000Z"",1113207191454883840,384910109,Joy,1.48879,577,2085,0,0.071,0.099,86
ObjectId("5d257ef46b361d2564f95acf"),94,5,""2019-04-02T22:30:51.000Z"",1113207190758731776,384910109,Fear,1.48879,546,1550,0,0.067,0.073,72
ObjectId("5d257ef46b361d2564f95ad0"),94,4,""2019-04-02T22:30:51.000Z"",1113207190037221376,384910109,Sadness,1.48879,425,1334,0,0.052,0.063,58
ObjectId("5d257ef46b361d2564f95ad1"),94,3,""2019-04-02T22:30:50.000Z"",1113207189248692224,384910109,Fear,1.48879,461,1399,0,0.057,0.066,43
ObjectId("5d257ef46b361d2564f95ad2"),94,2,""2019-04-02T22:30:50.000Z"",1113207188434997248,384910109,Joy,1.48879,465,1426,0,0.057,0.067,29
ObjectId("5d257ef46b361d2564f95ad3"),94,1,""2019-04-02T22:30:50.000Z"",1113207187600334848,384910109,Joy,1.48879,621,1703,0,0.077,0.081,15
ObjectId("5d257ef46b361d2564f95ad4"),94,0,""2019-04-02T22:30:50.000Z"",1113207186728005633,384910109,Joy,1.48879,3970,8286,0,0.49,0.392,1
ObjectId("5d257ef46b361d2564f95ad5"),95,8,""2019-06-20T17:10:07.000Z"",1141755118427267072,728604440,Anger,0.91125,271,698,0,0.05,0.074,100
ObjectId("5d257ef46b361d2564f95ad6"),95,7,""2019-06-20T12:49:27.000Z"",1141689519617560576,728604440,Joy,0.91125,284,517,0,0.052,0.055,88
ObjectId("5d257ef46b361d2564f95ad7"),95,6,""2019-06-20T12:44:42.000Z"",1141688322831585281,728604440,Joy,0.91125,718,1114,0,0.131,0.118,75
ObjectId("5d257ef46b361d2564f95ad8"),95,5,""2019-06-20T12:38:05.000Z"",1141686658464657408,728604440,Fear,0.91125,178,396,0,0.033,0.042,63
ObjectId("5d257ef46b361d2564f95ad9"),95,4,""2019-06-20T12:30:29.000Z"",1141684745941803008,728604440,Joy,0.91125,251,517,0,0.046,0.055,50
ObjectId("5d257ef46b361d2564f95ada"),95,3,""2019-06-20T12:16:39.000Z"",1141681262987534338,728604440,Fear,0.91125,189,428,0,0.035,0.045,38
ObjectId("5d257ef46b361d2564f95adb"),95,2,""2019-06-20T12:12:24.000Z"",1141680193620389889,728604440,Fear,0.91125,375,642,0,0.069,0.068,26
ObjectId("5d257ef46b361d2564f95adc"),95,1,""2019-06-20T12:06:38.000Z"",1141678744396075008,728604440,Joy,0.91125,594,990,0,0.109,0.105,13
ObjectId("5d257ef46b361d2564f95add"),95,0,""2019-06-20T11:55:21.000Z"",1141675904017371136,728604440,Disgust,0.91125,2601,4117,0,0.476,0.437,1
ObjectId("5d257ef46b361d2564f95ade"),96,8,""2019-02-13T19:34:42.000Z"",1095768245058064384,18478178,Fear,0.8596,352,3256,0,0.042,0.114,100
ObjectId("5d257ef46b361d2564f95adf"),96,7,""2019-02-13T19:34:16.000Z"",1095768137172160513,18478178,Surprise,0.8596,641,3127,0,0.076,0.11,88
ObjectId("5d257ef46b361d2564f95ae0"),96,6,""2019-02-13T19:33:16.000Z"",1095767883362304006,18478178,Joy,0.8596,385,1674,0,0.046,0.059,75
ObjectId("5d257ef46b361d2564f95ae1"),96,5,""2019-02-13T19:31:38.000Z"",1095767472601513986,18478178,Joy,0.8596,363,1582,0,0.043,0.055,63
ObjectId("5d257ef46b361d2564f95ae2"),96,4,""2019-02-13T19:29:38.000Z"",1095766968790061062,18478178,Surprise,0.8596,487,1950,0,0.058,0.068,50
ObjectId("5d257ef46b361d2564f95ae3"),96,3,""2019-02-13T19:29:01.000Z"",1095766813588242433,18478178,Fear,0.8596,344,1641,0,0.041,0.058,38
ObjectId("5d257ef46b361d2564f95ae4"),96,2,""2019-02-13T19:25:08.000Z"",1095765838450380802,18478178,Joy,0.8596,360,1813,0,0.043,0.064,26
ObjectId("5d257ef46b361d2564f95ae5"),96,1,""2019-02-13T19:23:55.000Z"",1095765531616075779,18478178,Joy,0.8596,425,1962,0,0.051,0.069,13
ObjectId("5d257ef46b361d2564f95ae6"),96,0,""2019-02-13T19:21:49.000Z"",1095765002642956295,18478178,Surprise,0.8596,5043,11512,0,0.6,0.404,1
ObjectId("5d257ef46b361d2564f95ae7"),97,8,""2017-12-02T07:51:57.000Z"",936865506761388033,879548970082721792,Joy,1.04661,32,75,0,0.083,0.076,100
ObjectId("5d257ef46b361d2564f95ae8"),97,7,""2017-12-02T07:48:36.000Z"",936864662917808129,879548970082721792,Surprise,1.04661,29,80,0,0.075,0.081,88
ObjectId("5d257ef46b361d2564f95ae9"),97,6,""2017-12-02T07:43:49.000Z"",936863459374796800,879548970082721792,Fear,1.04661,22,69,0,0.057,0.07,75
ObjectId("5d257ef46b361d2564f95aea"),97,5,""2017-12-02T07:41:46.000Z"",936862942829600768,879548970082721792,Joy,1.04661,28,62,0,0.073,0.063,63
ObjectId("5d257ef46b361d2564f95aeb"),97,4,""2017-12-02T07:39:32.000Z"",936862381568700416,879548970082721792,Joy,1.04661,22,56,0,0.057,0.057,50
ObjectId("5d257ef46b361d2564f95aec"),97,3,""2017-12-02T07:36:18.000Z"",936861566560911360,879548970082721792,Joy,1.04661,22,66,0,0.057,0.067,38
ObjectId("5d257ef46b361d2564f95aed"),97,2,""2017-12-02T07:32:59.000Z"",936860732213288961,879548970082721792,Joy,1.04661,25,84,0,0.065,0.085,26
ObjectId("5d257ef46b361d2564f95aee"),97,1,""2017-12-02T07:29:27.000Z"",936859844685918209,879548970082721792,Joy,1.04661,24,61,0,0.062,0.062,13
ObjectId("5d257ef46b361d2564f95aef"),97,0,""2017-12-02T07:24:17.000Z"",936858545697406977,879548970082721792,Joy,1.04661,181,437,0,0.469,0.441,1
ObjectId("5d257ef46b361d2564f95af0"),98,8,""2018-07-24T14:41:41.000Z"",1021767380194578433,1583865109,Joy,1.49786,157,1068,0,0.188,0.23,100
ObjectId("5d257ef46b361d2564f95af1"),98,7,""2018-07-24T14:38:39.000Z"",1021766616051146752,1583865109,Anger,1.49786,32,327,0,0.038,0.07,88
ObjectId("5d257ef46b361d2564f95af2"),98,6,""2018-07-24T14:36:25.000Z"",1021766052965842951,1583865109,Joy,1.49786,27,266,0,0.032,0.057,75
ObjectId("5d257ef46b361d2564f95af3"),98,5,""2018-07-24T14:33:34.000Z"",1021765335026823168,1583865109,Fear,1.49786,28,250,0,0.034,0.054,63
ObjectId("5d257ef46b361d2564f95af4"),98,4,""2018-07-24T14:26:15.000Z"",1021763496013225985,1583865109,Joy,1.49786,99,713,0,0.119,0.154,50
ObjectId("5d257ef46b361d2564f95af5"),98,3,""2018-07-24T14:23:06.000Z"",1021762703323328513,1583865109,Fear,1.49786,194,832,0,0.233,0.179,38
ObjectId("5d257ef46b361d2564f95af6"),98,2,""2018-07-24T14:20:43.000Z"",1021762102099202049,1583865109,Fear,1.49786,25,243,0,0.03,0.052,26
ObjectId("5d257ef46b361d2564f95af7"),98,1,""2018-07-24T14:18:02.000Z"",1021761429685202945,1583865109,Disgust,1.49786,37,245,0,0.044,0.053,13
ObjectId("5d257ef46b361d2564f95af8"),98,0,""2018-07-24T14:14:30.000Z"",1021760539024748546,1583865109,Joy,1.49786,234,696,0,0.281,0.15,1
ObjectId("5d257ef46b361d2564f95af9"),99,8,""2019-05-25T02:21:23.000Z"",1132109375580114945,14542977,Fear,0.94348,420,1727,0,0.096,0.111,100
ObjectId("5d257ef46b361d2564f95afa"),99,7,""2019-05-25T02:21:23.000Z"",1132109374657323008,14542977,Joy,0.94348,303,1085,0,0.07,0.07,88
ObjectId("5d257ef46b361d2564f95afb"),99,6,""2019-05-25T02:21:22.000Z"",1132109373365338114,14542977,Joy,0.94348,356,1496,0,0.082,0.096,75
ObjectId("5d257ef46b361d2564f95afc"),99,5,""2019-05-25T02:21:22.000Z"",1132109372463702017,14542977,Sadness,0.94348,337,1427,0,0.077,0.092,63
ObjectId("5d257ef46b361d2564f95afd"),99,4,""2019-05-25T02:21:22.000Z"",1132109371540946945,14542977,Fear,0.94348,469,1723,0,0.108,0.111,50
ObjectId("5d257ef46b361d2564f95afe"),99,3,""2019-05-25T02:21:21.000Z"",1132109368789483521,14542977,Joy,0.94348,392,1696,0,0.09,0.109,38
ObjectId("5d257ef46b361d2564f95aff"),99,2,""2019-05-25T02:21:21.000Z"",1132109367929724928,14542977,Fear,0.94348,334,1455,0,0.077,0.094,26
ObjectId("5d257ef46b361d2564f95b00"),99,1,""2019-05-25T02:21:21.000Z"",1132109367057293319,14542977,Joy,0.94348,445,1637,0,0.102,0.105,13
ObjectId("5d257ef46b361d2564f95b01"),99,0,""2019-05-25T02:21:21.000Z"",1132109366159642624,14542977,Joy,0.94348,1297,3297,0,0.298,0.212,1
ObjectId("5d257ef46b361d2564f95b02"),100,8,""2019-04-13T16:22:13.000Z"",1117100689052749824,88498742,Surprise,1.20337,21,218,0,0.089,0.104,100
ObjectId("5d257ef46b361d2564f95b03"),100,7,""2019-04-13T16:22:13.000Z"",1117100688490684421,88498742,Fear,1.20337,7,115,0,0.03,0.055,88
ObjectId("5d257ef46b361d2564f95b04"),100,6,""2019-04-13T16:22:13.000Z"",1117100687907643393,88498742,Anger,1.20337,4,83,0,0.017,0.039,75
ObjectId("5d257ef46b361d2564f95b05"),100,5,""2019-04-13T16:22:13.000Z"",1117100687337254914,88498742,Fear,1.20337,6,78,0,0.025,0.037,63
ObjectId("5d257ef46b361d2564f95b06"),100,4,""2019-04-13T16:22:13.000Z"",1117100686712246272,88498742,Fear,1.20337,8,123,0,0.034,0.058,50
ObjectId("5d257ef46b361d2564f95b07"),100,3,""2019-04-13T16:22:12.000Z"",1117100686078955520,88498742,Joy,1.20337,8,130,0,0.034,0.062,38
ObjectId("5d257ef46b361d2564f95b08"),100,2,""2019-04-13T16:22:12.000Z"",1117100685458198528,88498742,Joy,1.20337,12,163,0,0.051,0.077,26
ObjectId("5d257ef46b361d2564f95b09"),100,1,""2019-04-13T16:22:12.000Z"",1117100684694839297,88498742,Sadness,1.20337,7,132,0,0.03,0.063,13
ObjectId("5d257ef46b361d2564f95b0a"),100,0,""2019-04-13T16:22:12.000Z"",1117100684057305089,88498742,Joy,1.20337,163,1062,0,0.688,0.505,1
ObjectId("5d257ef46b361d2564f95b0b"),101,8,""2019-03-17T19:04:13.000Z"",1107356985400262656,930976267255422976,Fear,0.80668,13,32,0,0.138,0.132,100
ObjectId("5d257ef46b361d2564f95b0c"),101,7,""2019-03-17T19:04:13.000Z"",1107356983416414208,930976267255422976,Joy,0.80668,5,18,0,0.053,0.074,88
ObjectId("5d257ef46b361d2564f95b0d"),101,6,""2019-03-17T19:04:12.000Z"",1107356981277282304,930976267255422976,Joy,0.80668,7,18,0,0.074,0.074,75
ObjectId("5d257ef46b361d2564f95b0e"),101,5,""2019-03-17T19:04:12.000Z"",1107356979473735680,930976267255422976,Joy,0.80668,7,21,0,0.074,0.087,63
ObjectId("5d257ef46b361d2564f95b0f"),101,4,""2019-03-17T19:04:11.000Z"",1107356977640796160,930976267255422976,Joy,0.80668,7,20,0,0.074,0.083,50
ObjectId("5d257ef46b361d2564f95b10"),101,3,""2019-03-17T19:04:11.000Z"",1107356975833047041,930976267255422976,Joy,0.80668,12,27,0,0.128,0.112,38
ObjectId("5d257ef46b361d2564f95b11"),101,2,""2019-03-17T19:04:10.000Z"",1107356974063083520,930976267255422976,Joy,0.80668,8,27,0,0.085,0.112,26
ObjectId("5d257ef46b361d2564f95b12"),101,1,""2019-03-17T19:04:10.000Z"",1107356972242735104,930976267255422976,Joy,0.80668,8,26,0,0.085,0.107,13
ObjectId("5d257ef46b361d2564f95b13"),101,0,""2019-03-17T19:04:10.000Z"",1107356970380480512,930976267255422976,Joy,0.80668,26,52,0,0.277,0.215,1
ObjectId("5d257ef46b361d2564f95b14"),102,8,""2019-03-13T13:38:31.000Z"",1105825469058945025,4378855216,Fear,0.74127,21,160,1,0.071,0.11,100
ObjectId("5d257ef46b361d2564f95b15"),102,7,""2019-03-13T13:38:01.000Z"",1105825342508421122,4378855216,Anger,0.74127,14,88,0,0.047,0.061,88
ObjectId("5d257ef46b361d2564f95b16"),102,6,""2019-03-13T13:37:02.000Z"",1105825093207408641,4378855216,Fear,0.74127,13,93,0,0.044,0.064,75
ObjectId("5d257ef46b361d2564f95b17"),102,5,""2019-03-13T13:36:18.000Z"",1105824911174631425,4378855216,Sadness,0.74127,14,87,0,0.047,0.06,63
ObjectId("5d257ef46b361d2564f95b18"),102,4,""2019-03-13T13:35:22.000Z"",1105824677098868736,4378855216,Disgust,0.74127,11,83,0,0.037,0.057,50
ObjectId("5d257ef46b361d2564f95b19"),102,3,""2019-03-13T13:34:25.000Z"",1105824434252861440,4378855216,Fear,0.74127,21,111,0,0.071,0.076,38
ObjectId("5d257ef46b361d2564f95b1a"),102,2,""2019-03-13T13:33:17.000Z"",1105824151342845953,4378855216,Fear,0.74127,14,97,0,0.047,0.067,26
ObjectId("5d257ef46b361d2564f95b1b"),102,1,""2019-03-13T13:32:37.000Z"",1105823984434757633,4378855216,Joy,0.74127,17,99,0,0.057,0.068,13
ObjectId("5d257ef46b361d2564f95b1c"),102,0,""2019-03-13T13:31:27.000Z"",1105823687838715904,4378855216,Joy,0.74127,171,634,2,0.576,0.436,1
ObjectId("5d257ef46b361d2564f95b1d"),103,8,""2019-06-21T06:10:32.000Z"",1141951515571171328,2657787980,Joy,0.87561,2653,4738,0,0.029,0.044,100
ObjectId("5d257ef46b361d2564f95b1e"),103,7,""2019-06-21T05:53:27.000Z"",1141947218078982146,2657787980,Joy,0.87561,7047,8916,0,0.078,0.082,88
ObjectId("5d257ef46b361d2564f95b1f"),103,6,""2019-06-21T05:44:13.000Z"",1141944894077964288,2657787980,Joy,0.87561,8183,14429,0,0.091,0.133,75
ObjectId("5d257ef46b361d2564f95b20"),103,5,""2019-06-21T05:39:47.000Z"",1141943778682560513,2657787980,Surprise,0.87561,6729,8965,0,0.075,0.083,63
ObjectId("5d257ef46b361d2564f95b21"),103,4,""2019-06-21T05:39:04.000Z"",1141943595697627137,2657787980,Joy,0.87561,7386,9469,0,0.082,0.087,50
ObjectId("5d257ef46b361d2564f95b22"),103,3,""2019-06-21T05:36:33.000Z"",1141942963221815296,2657787980,Joy,0.87561,6919,9513,0,0.077,0.088,38
ObjectId("5d257ef46b361d2564f95b23"),103,2,""2019-06-21T05:34:38.000Z"",1141942483326308352,2657787980,Surprise,0.87561,7147,9686,0,0.079,0.089,26
ObjectId("5d257ef46b361d2564f95b24"),103,1,""2019-06-21T05:30:21.000Z"",1141941402177298432,2657787980,Surprise,0.87561,7684,10688,0,0.085,0.099,13
ObjectId("5d257ef46b361d2564f95b25"),103,0,""2019-06-21T05:27:32.000Z"",1141940694149423104,2657787980,Surprise,0.87561,36292,32002,0,0.403,0.295,1
ObjectId("5d257ef46b361d2564f95b26"),104,8,""2018-12-03T01:27:28.000Z"",1069402705347731456,804573487767703552,Joy,0.79545,56,36,2,0.099,0.101,100
ObjectId("5d257ef46b361d2564f95b27"),104,7,""2018-12-03T01:13:13.000Z"",1069399118680858626,804573487767703552,Fear,0.79545,51,32,0,0.091,0.09,88
ObjectId("5d257ef46b361d2564f95b28"),104,6,""2018-12-03T01:08:08.000Z"",1069397840986820608,804573487767703552,Fear,0.79545,42,31,0,0.075,0.087,75
ObjectId("5d257ef46b361d2564f95b29"),104,5,""2018-12-03T01:02:24.000Z"",1069396399496806401,804573487767703552,Fear,0.79545,58,38,3,0.103,0.106,63
ObjectId("5d257ef46b361d2564f95b2a"),104,4,""2018-12-03T00:56:50.000Z"",1069394996342730752,804573487767703552,Joy,0.79545,54,36,2,0.096,0.101,50
ObjectId("5d257ef46b361d2564f95b2b"),104,3,""2018-12-03T00:51:44.000Z"",1069393713410043905,804573487767703552,Sadness,0.79545,45,32,0,0.08,0.09,38
ObjectId("5d257ef46b361d2564f95b2c"),104,2,""2018-12-03T00:46:59.000Z"",1069392520726175744,804573487767703552,Joy,0.79545,38,23,1,0.067,0.064,26
ObjectId("5d257ef46b361d2564f95b2d"),104,1,""2018-12-02T23:02:52.000Z"",1069366315503235072,804573487767703552,Fear,0.79545,61,40,0,0.108,0.112,13
ObjectId("5d257ef46b361d2564f95b2e"),104,0,""2018-12-02T23:00:09.000Z"",1069365632918056961,804573487767703552,Fear,0.79545,157,88,0,0.279,0.246,1
ObjectId("5d257ef46b361d2564f95b2f"),105,8,""2019-03-09T14:55:12.000Z"",1104395214683340801,402888514,Sadness,1.08614,827,3945,0,0.041,0.056,100
ObjectId("5d257ef46b361d2564f95b30"),105,7,""2019-03-09T14:12:48.000Z"",1104384545120489472,402888514,Joy,1.08614,1136,4547,0,0.056,0.064,88
ObjectId("5d257ef46b361d2564f95b31"),105,6,""2019-03-09T14:12:48.000Z"",1104384544449462273,402888514,Joy,1.08614,849,3877,0,0.042,0.055,75
ObjectId("5d257ef46b361d2564f95b32"),105,5,""2019-03-09T14:12:48.000Z"",1104384543631568897,402888514,Joy,1.08614,906,4142,0,0.045,0.059,63
ObjectId("5d257ef46b361d2564f95b33"),105,4,""2019-03-09T14:12:48.000Z"",1104384542297722880,402888514,Joy,1.08614,1016,4187,0,0.05,0.059,50
ObjectId("5d257ef46b361d2564f95b34"),105,3,""2019-03-09T14:12:47.000Z"",1104384540309708800,402888514,Fear,1.08614,983,4494,0,0.049,0.064,38
ObjectId("5d257ef46b361d2564f95b35"),105,2,""2019-03-09T14:12:47.000Z"",1104384539529564160,402888514,Joy,1.08614,1110,4574,0,0.055,0.065,26
ObjectId("5d257ef46b361d2564f95b36"),105,1,""2019-03-09T14:12:47.000Z"",1104384538216751104,402888514,Fear,1.08614,1378,6065,0,0.068,0.086,13
ObjectId("5d257ef46b361d2564f95b37"),105,0,""2019-03-09T14:12:46.000Z"",1104384535704276992,402888514,Fear,1.08614,12011,34728,0,0.594,0.492,1
ObjectId("5d257ef46b361d2564f95b38"),106,8,""2019-06-23T18:06:10.000Z"",1142856385132019712,40996128,Joy,1.20046,196,958,0,0.135,0.185,100
ObjectId("5d257ef46b361d2564f95b39"),106,7,""2019-06-23T18:06:09.000Z"",1142856384096038912,40996128,Joy,1.20046,74,420,0,0.051,0.081,88
ObjectId("5d257ef46b361d2564f95b3a"),106,6,""2019-06-23T18:06:09.000Z"",1142856383047462913,40996128,Anger,1.20046,67,379,0,0.046,0.073,75
ObjectId("5d257ef46b361d2564f95b3b"),106,5,""2019-06-23T18:06:09.000Z"",1142856381986250753,40996128,Joy,1.20046,66,393,0,0.045,0.076,63
ObjectId("5d257ef46b361d2564f95b3c"),106,4,""2019-06-23T18:06:09.000Z"",1142856380950253568,40996128,Joy,1.20046,55,368,0,0.038,0.071,50
ObjectId("5d257ef46b361d2564f95b3d"),106,3,""2019-06-23T18:06:08.000Z"",1142856380010733568,40996128,Joy,1.20046,55,374,0,0.038,0.072,38
ObjectId("5d257ef46b361d2564f95b3e"),106,2,""2019-06-23T18:06:08.000Z"",1142856378811330562,40996128,Disgust,1.20046,64,419,0,0.044,0.081,26
ObjectId("5d257ef46b361d2564f95b3f"),106,1,""2019-06-23T18:06:08.000Z"",1142856377771024384,40996128,Joy,1.20046,66,404,0,0.045,0.078,13
ObjectId("5d257ef46b361d2564f95b40"),106,0,""2019-06-23T18:06:08.000Z"",1142856376810528769,40996128,Joy,1.20046,807,1465,0,0.556,0.283,1
ObjectId("5d257ef46b361d2564f95b41"),107,8,""2019-02-19T04:23:04.000Z"",1097713153042010112,2897965392,Surprise,0.95752,91,453,0,0.102,0.138,100
ObjectId("5d257ef46b361d2564f95b42"),107,7,""2019-02-19T04:23:04.000Z"",1097713152328941568,2897965392,Anger,0.95752,62,316,0,0.069,0.096,88
ObjectId("5d257ef46b361d2564f95b43"),107,6,""2019-02-19T04:23:04.000Z"",1097713151649427456,2897965392,Fear,0.95752,63,299,0,0.071,0.091,75
ObjectId("5d257ef46b361d2564f95b44"),107,5,""2019-02-19T04:23:04.000Z"",1097713150948978688,2897965392,Joy,0.95752,67,329,0,0.075,0.1,63
ObjectId("5d257ef46b361d2564f95b45"),107,4,""2019-02-19T04:23:04.000Z"",1097713149892018176,2897965392,Joy,0.95752,67,317,0,0.075,0.097,50
ObjectId("5d257ef46b361d2564f95b46"),107,3,""2019-02-19T04:23:03.000Z"",1097713149199962112,2897965392,Joy,0.95752,61,276,0,0.068,0.084,38
ObjectId("5d257ef46b361d2564f95b47"),107,2,""2019-02-19T04:23:03.000Z"",1097713148352778240,2897965392,Anger,0.95752,81,373,0,0.091,0.114,26
ObjectId("5d257ef46b361d2564f95b48"),107,1,""2019-02-19T04:23:03.000Z"",1097713147501268993,2897965392,Fear,0.95752,94,316,0,0.105,0.096,13
ObjectId("5d257ef46b361d2564f95b49"),107,0,""2019-02-19T04:23:03.000Z"",1097713146385584128,2897965392,Surprise,0.95752,306,599,0,0.343,0.183,1
ObjectId("5d257ef46b361d2564f95b4a"),108,8,""2019-06-18T22:20:25.000Z"",1141108431614558210,3031759144,Joy,1.10243,13,40,0,0.083,0.087,100
ObjectId("5d257ef46b361d2564f95b4b"),108,7,""2019-06-18T22:20:25.000Z"",1141108429752328194,3031759144,Joy,1.10243,10,36,0,0.064,0.078,88
ObjectId("5d257ef46b361d2564f95b4c"),108,6,""2019-06-18T22:20:24.000Z"",1141108427747483648,3031759144,Disgust,1.10243,14,37,0,0.09,0.08,75
ObjectId("5d257ef46b361d2564f95b4d"),108,5,""2019-06-18T22:20:24.000Z"",1141108425889390593,3031759144,Disgust,1.10243,19,41,0,0.122,0.089,63
ObjectId("5d257ef46b361d2564f95b4e"),108,4,""2019-06-18T22:20:23.000Z"",1141108424035504130,3031759144,Joy,1.10243,11,35,0,0.071,0.076,50
ObjectId("5d257ef46b361d2564f95b4f"),108,3,""2019-06-18T22:20:23.000Z"",1141108421875437569,3031759144,Joy,1.10243,12,29,0,0.077,0.063,38
ObjectId("5d257ef46b361d2564f95b50"),108,2,""2019-06-18T22:20:22.000Z"",1141108419820216321,3031759144,Disgust,1.10243,16,44,0,0.103,0.095,26
ObjectId("5d257ef46b361d2564f95b51"),108,1,""2019-06-18T22:20:22.000Z"",1141108417664303111,3031759144,Fear,1.10243,13,42,0,0.083,0.091,13
ObjectId("5d257ef46b361d2564f95b52"),108,0,""2019-06-18T22:20:19.000Z"",1141108408411664385,3031759144,Joy,1.10243,47,157,0,0.301,0.34,1
ObjectId("5d257ef46b361d2564f95b53"),109,8,""2018-08-12T22:47:18.000Z"",1028774959999578117,873575005585461248,Surprise,0.80005,21,64,0,0.028,0.05,100
ObjectId("5d257ef46b361d2564f95b54"),109,7,""2018-08-12T22:47:17.000Z"",1028774953108291586,873575005585461248,Disgust,0.80005,44,85,0,0.059,0.067,88
ObjectId("5d257ef46b361d2564f95b55"),109,6,""2018-08-12T22:47:14.000Z"",1028774940110204931,873575005585461248,Fear,0.80005,46,97,0,0.062,0.076,75
ObjectId("5d257ef46b361d2564f95b56"),109,5,""2018-08-12T22:47:12.000Z"",1028774933772619776,873575005585461248,Anger,0.80005,38,75,0,0.051,0.059,63
ObjectId("5d257ef46b361d2564f95b57"),109,4,""2018-08-12T22:47:10.000Z"",1028774926642229248,873575005585461248,Surprise,0.80005,32,76,0,0.043,0.06,50
ObjectId("5d257ef46b361d2564f95b58"),109,3,""2018-08-12T22:47:09.000Z"",1028774921302929408,873575005585461248,Fear,0.80005,36,73,0,0.048,0.057,38
ObjectId("5d257ef46b361d2564f95b59"),109,2,""2018-08-12T22:37:34.000Z"",1028772511121596418,873575005585461248,Fear,0.80005,40,82,0,0.054,0.065,26
ObjectId("5d257ef46b361d2564f95b5a"),109,1,""2018-08-12T22:37:33.000Z"",1028772504452648960,873575005585461248,Joy,0.80005,44,83,0,0.059,0.065,13
ObjectId("5d257ef46b361d2564f95b5b"),109,0,""2018-08-12T22:37:31.000Z"",1028772496764530690,873575005585461248,Joy,0.80005,442,634,0,0.594,0.499,1
ObjectId("5d257ef46b361d2564f95b5c"),110,8,""2019-04-01T01:01:02.000Z"",1112520209108291584,234868986,Joy,1.11876,13,200,0,0.04,0.085,100
ObjectId("5d257ef46b361d2564f95b5d"),110,7,""2019-04-01T01:01:01.000Z"",1112520207208202241,234868986,Joy,1.11876,22,277,0,0.068,0.118,88
ObjectId("5d257ef46b361d2564f95b5e"),110,6,""2019-04-01T01:01:01.000Z"",1112520205673091072,234868986,Joy,1.11876,19,262,0,0.059,0.112,75
ObjectId("5d257ef46b361d2564f95b5f"),110,5,""2019-04-01T01:01:00.000Z"",1112520203097772032,234868986,Joy,1.11876,19,192,0,0.059,0.082,63
ObjectId("5d257ef46b361d2564f95b60"),110,4,""2019-04-01T01:01:00.000Z"",1112520201407475720,234868986,Sadness,1.11876,35,257,0,0.108,0.11,50
ObjectId("5d257ef46b361d2564f95b61"),110,3,""2019-04-01T01:00:59.000Z"",1112520199671107589,234868986,Joy,1.11876,19,222,0,0.059,0.095,38
ObjectId("5d257ef46b361d2564f95b62"),110,2,""2019-04-01T01:00:59.000Z"",1112520197594857472,234868986,Joy,1.11876,7,108,0,0.022,0.046,26
ObjectId("5d257ef46b361d2564f95b63"),110,1,""2019-04-01T01:00:59.000Z"",1112520195984248833,234868986,Joy,1.11876,9,116,0,0.028,0.05,13
ObjectId("5d257ef46b361d2564f95b64"),110,0,""2019-03-31T17:43:11.000Z"",1112410020522659841,234868986,Fear,1.11876,180,708,0,0.556,0.302,1
ObjectId("5d257ef46b361d2564f95b65"),111,8,""2018-08-12T16:17:11.000Z"",1028676781396709378,1164836580,Fear,1.10526,4,19,0,0.065,0.097,100
ObjectId("5d257ef46b361d2564f95b66"),111,7,""2018-08-12T16:17:10.000Z"",1028676780369039361,1164836580,Joy,1.10526,6,22,0,0.097,0.113,88
ObjectId("5d257ef46b361d2564f95b67"),111,6,""2018-08-12T16:17:10.000Z"",1028676779395960832,1164836580,Fear,1.10526,2,9,0,0.032,0.046,75
ObjectId("5d257ef46b361d2564f95b68"),111,5,""2018-08-12T16:17:10.000Z"",1028676778544513024,1164836580,Fear,1.10526,2,10,1,0.032,0.051,63
