_id,hilo,posicion_hilo,fecha,id,user_id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d257ef46b361d2564f9593e"),37,3,""2018-06-10T12:12:14.000Z"",1005784702198992897,14542977,Anger,0.94348,315,1135,0,0.057,0.074,60
ObjectId("5d257ef46b361d2564f9593f"),37,2,""2018-06-10T11:53:19.000Z"",1005779942246760450,14542977,Joy,0.94348,158,406,0,0.029,0.027,41
ObjectId("5d257ef46b361d2564f95940"),37,1,""2018-06-10T11:52:09.000Z"",1005779650025488384,14542977,Joy,0.94348,308,805,0,0.056,0.053,21
ObjectId("5d257ef46b361d2564f95941"),37,0,""2018-06-09T14:55:36.000Z"",1005463427706474498,14542977,Joy,0.94348,4388,11866,0,0.793,0.779,1
ObjectId("5d257ef46b361d2564f95942"),38,5,""2019-02-26T20:00:28.000Z"",1100485772157669376,235224358,Joy,0.7903,44,57,4,0.132,0.141,100
ObjectId("5d257ef46b361d2564f95943"),38,4,""2019-02-26T19:58:15.000Z"",1100485212121645056,235224358,Joy,0.7903,52,63,3,0.156,0.156,80
ObjectId("5d257ef46b361d2564f95944"),38,3,""2019-02-26T19:57:37.000Z"",1100485053342089216,235224358,Disgust,0.7903,47,57,4,0.141,0.141,60
ObjectId("5d257ef46b361d2564f95945"),38,2,""2019-02-26T19:56:56.000Z"",1100484883015585792,235224358,Joy,0.7903,58,65,3,0.174,0.161,41
ObjectId("5d257ef46b361d2564f95946"),38,1,""2019-02-26T19:54:46.000Z"",1100484336317394944,235224358,Joy,0.7903,49,66,4,0.147,0.163,21
ObjectId("5d257ef46b361d2564f95947"),38,0,""2019-02-26T19:28:15.000Z"",1100477665285332992,235224358,Fear,0.7903,83,95,1,0.249,0.235,1
ObjectId("5d257ef46b361d2564f95948"),39,5,""2019-03-08T15:57:42.000Z"",1104048553851150336,854483338530349056,Joy,1.25513,21,251,0,0.125,0.185,100
ObjectId("5d257ef46b361d2564f95949"),39,4,""2019-03-08T15:57:41.000Z"",1104048553117179906,854483338530349056,Surprise,1.25513,17,200,0,0.101,0.147,80
ObjectId("5d257ef46b361d2564f9594a"),39,3,""2019-03-08T15:57:41.000Z"",1104048551896576000,854483338530349056,Joy,1.25513,20,188,0,0.119,0.138,60
ObjectId("5d257ef46b361d2564f9594b"),39,2,""2019-03-08T15:57:41.000Z"",1104048550839607296,854483338530349056,Fear,1.25513,20,204,0,0.119,0.15,41
ObjectId("5d257ef46b361d2564f9594c"),39,1,""2019-03-08T15:57:41.000Z"",1104048550160195585,854483338530349056,Joy,1.25513,20,202,0,0.119,0.149,21
ObjectId("5d257ef46b361d2564f9594d"),39,0,""2019-03-08T15:57:40.000Z"",1104048548440465409,854483338530349056,Joy,1.25513,69,313,0,0.411,0.23,1
ObjectId("5d257ef46b361d2564f9594e"),40,5,""2018-05-31T15:49:57.000Z"",1002215613153075200,24822993,Joy,1.27649,1001,1717,0,0.141,0.163,100
ObjectId("5d257ef46b361d2564f9594f"),40,4,""2018-05-31T15:49:56.000Z"",1002215611588579328,24822993,Surprise,1.27649,1364,2062,0,0.193,0.196,80
ObjectId("5d257ef46b361d2564f95950"),40,3,""2018-05-31T15:49:56.000Z"",1002215610368122881,24822993,Surprise,1.27649,580,1049,0,0.082,0.1,60
ObjectId("5d257ef46b361d2564f95951"),40,2,""2018-05-31T15:49:55.000Z"",1002215607889223680,24822993,Joy,1.27649,582,1090,1,0.082,0.104,41
ObjectId("5d257ef46b361d2564f95952"),40,1,""2018-05-31T15:49:55.000Z"",1002215606949736448,24822993,Surprise,1.27649,676,1211,0,0.096,0.115,21
ObjectId("5d257ef46b361d2564f95953"),40,0,""2018-05-31T15:49:54.000Z"",1002215604336709632,24822993,Joy,1.27649,2873,3395,0,0.406,0.323,1
ObjectId("5d257ef46b361d2564f95954"),41,5,""2019-05-31T00:52:37.000Z"",1134261363864248320,1032936199340486656,Joy,1.03829,26,116,0,0.172,0.218,100
ObjectId("5d257ef46b361d2564f95955"),41,4,""2019-05-31T00:52:37.000Z"",1134261362413019138,1032936199340486656,Joy,1.03829,18,82,0,0.119,0.154,80
ObjectId("5d257ef46b361d2564f95956"),41,3,""2019-05-31T00:52:36.000Z"",1134261360873762816,1032936199340486656,Fear,1.03829,10,50,0,0.066,0.094,60
ObjectId("5d257ef46b361d2564f95957"),41,2,""2019-05-31T00:52:36.000Z"",1134261359258947584,1032936199340486656,Joy,1.03829,24,76,0,0.159,0.143,41
ObjectId("5d257ef46b361d2564f95958"),41,1,""2019-05-31T00:52:35.000Z"",1134261357937799168,1032936199340486656,Fear,1.03829,9,53,0,0.06,0.1,21
ObjectId("5d257ef46b361d2564f95959"),41,0,""2019-05-31T00:52:35.000Z"",1134261356322934784,1032936199340486656,Joy,1.03829,63,154,0,0.417,0.289,1
ObjectId("5d257ef46b361d2564f9595a"),42,5,""2018-08-15T05:21:25.000Z"",1029598916591935489,5404442,Joy,0.96577,15,31,0,0.103,0.159,100
ObjectId("5d257ef46b361d2564f9595b"),42,4,""2018-08-15T05:18:47.000Z"",1029598252444930049,5404442,Surprise,0.96577,17,29,0,0.117,0.149,80
ObjectId("5d257ef46b361d2564f9595c"),42,3,""2018-08-15T05:16:20.000Z"",1029597639439011841,5404442,Fear,0.96577,16,19,0,0.11,0.097,60
ObjectId("5d257ef46b361d2564f9595d"),42,2,""2018-08-15T05:13:47.000Z"",1029596997551050753,5404442,Sadness,0.96577,19,16,0,0.131,0.082,41
ObjectId("5d257ef46b361d2564f9595e"),42,1,""2018-08-15T05:11:46.000Z"",1029596488945610753,5404442,Joy,0.96577,17,17,0,0.117,0.087,21
ObjectId("5d257ef46b361d2564f9595f"),42,0,""2018-08-15T05:08:41.000Z"",1029595713922105344,5404442,Fear,0.96577,60,82,0,0.414,0.421,1
ObjectId("5d257ef46b361d2564f95960"),43,5,""2018-12-28T07:34:26.000Z"",1078554754656088064,60779696,Surprise,0.88049,145,263,2,0.135,0.134,100
ObjectId("5d257ef46b361d2564f95961"),43,4,""2018-12-28T07:34:26.000Z"",1078554753389318145,60779696,Fear,0.88049,47,103,1,0.044,0.052,80
ObjectId("5d257ef46b361d2564f95962"),43,3,""2018-12-28T07:34:25.000Z"",1078554751430610944,60779696,Joy,0.88049,107,216,1,0.1,0.11,60
ObjectId("5d257ef46b361d2564f95963"),43,2,""2018-12-28T07:34:25.000Z"",1078554749706727424,60779696,Surprise,0.88049,140,257,1,0.131,0.131,41
ObjectId("5d257ef46b361d2564f95964"),43,1,""2018-12-28T07:34:25.000Z"",1078554748024872961,60779696,Fear,0.88049,116,209,1,0.108,0.106,21
ObjectId("5d257ef46b361d2564f95965"),43,0,""2018-12-28T07:34:24.000Z"",1078554746741391360,60779696,Fear,0.88049,515,914,1,0.481,0.466,1
ObjectId("5d257ef46b361d2564f95966"),44,5,""2018-07-18T13:50:44.000Z"",1019580229839409152,621542385,Fear,0.84345,274,901,0,0.114,0.145,100
ObjectId("5d257ef46b361d2564f95967"),44,4,""2018-07-18T13:49:22.000Z"",1019579886896336901,621542385,Joy,0.84345,214,748,0,0.089,0.12,80
ObjectId("5d257ef46b361d2564f95968"),44,3,""2018-07-18T13:47:09.000Z"",1019579330278674433,621542385,Joy,0.84345,212,768,0,0.089,0.124,60
ObjectId("5d257ef46b361d2564f95969"),44,2,""2018-07-18T13:44:46.000Z"",1019578730736431105,621542385,Joy,0.84345,259,885,0,0.108,0.142,41
ObjectId("5d257ef46b361d2564f9596a"),44,1,""2018-07-18T13:42:27.000Z"",1019578145043832832,621542385,Fear,0.84345,307,1007,0,0.128,0.162,21
ObjectId("5d257ef46b361d2564f9596b"),44,0,""2018-07-18T13:41:40.000Z"",1019577947454361601,621542385,Fear,0.84345,1128,1907,2,0.471,0.307,1
ObjectId("5d257ef46b361d2564f9596c"),45,5,""2019-02-21T21:04:24.000Z"",1098689922368720902,809974521746911232,Fear,1.33141,41,118,0,0.069,0.129,100
ObjectId("5d257ef46b361d2564f9596d"),45,4,""2019-02-21T21:00:27.000Z"",1098688926519316481,809974521746911232,Surprise,1.33141,51,96,0,0.086,0.105,80
ObjectId("5d257ef46b361d2564f9596e"),45,3,""2019-02-21T21:00:02.000Z"",1098688822710284288,809974521746911232,Joy,1.33141,49,70,0,0.082,0.077,60
ObjectId("5d257ef46b361d2564f9596f"),45,2,""2019-02-21T20:59:27.000Z"",1098688673804107777,809974521746911232,Joy,1.33141,44,72,0,0.074,0.079,41
ObjectId("5d257ef46b361d2564f95970"),45,1,""2019-02-21T20:58:28.000Z"",1098688427925692417,809974521746911232,Joy,1.33141,58,79,0,0.097,0.087,21
ObjectId("5d257ef46b361d2564f95971"),45,0,""2019-02-21T20:56:40.000Z"",1098687976563978242,809974521746911232,Joy,1.33141,351,477,0,0.59,0.522,1
ObjectId("5d257ef46b361d2564f95972"),46,5,""2019-06-25T20:03:22.000Z"",1143610658514190336,55376380,Joy,1.14608,3,13,0,0.028,0.072,100
ObjectId("5d257ef46b361d2564f95973"),46,4,""2019-06-25T19:59:59.000Z"",1143609806013521921,55376380,Joy,1.14608,2,12,0,0.018,0.067,80
ObjectId("5d257ef46b361d2564f95974"),46,3,""2019-06-25T19:57:13.000Z"",1143609107116638213,55376380,Sadness,1.14608,2,16,0,0.018,0.089,60
ObjectId("5d257ef46b361d2564f95975"),46,2,""2019-06-25T19:49:46.000Z"",1143607232875180032,55376380,Joy,1.14608,8,22,0,0.073,0.122,41
ObjectId("5d257ef46b361d2564f95976"),46,1,""2019-06-25T19:44:24.000Z"",1143605882804158469,55376380,Disgust,1.14608,16,41,0,0.147,0.228,21
ObjectId("5d257ef46b361d2564f95977"),46,0,""2019-06-25T19:43:10.000Z"",1143605575240028161,55376380,Joy,1.14608,77,75,0,0.706,0.417,1
ObjectId("5d257ef46b361d2564f95978"),47,5,""2017-12-06T13:55:26.000Z"",938406529560141824,879548970082721792,Joy,1.04661,32,55,0,0.131,0.174,100
ObjectId("5d257ef46b361d2564f95979"),47,4,""2017-12-06T13:50:17.000Z"",938405236674265089,879548970082721792,Joy,1.04661,26,37,0,0.106,0.117,80
ObjectId("5d257ef46b361d2564f9597a"),47,3,""2017-12-06T13:46:49.000Z"",938404361243373571,879548970082721792,Fear,1.04661,45,47,0,0.184,0.148,60
ObjectId("5d257ef46b361d2564f9597b"),47,2,""2017-12-06T13:45:19.000Z"",938403985333112832,879548970082721792,Joy,1.04661,30,43,0,0.122,0.136,41
ObjectId("5d257ef46b361d2564f9597c"),47,1,""2017-12-06T13:28:26.000Z"",938399735286845440,879548970082721792,Surprise,1.04661,48,52,0,0.196,0.164,21
ObjectId("5d257ef46b361d2564f9597d"),47,0,""2017-12-06T13:25:07.000Z"",938398900729376769,879548970082721792,Fear,1.04661,63,82,0,0.257,0.259,1
ObjectId("5d257ef46b361d2564f9597e"),48,5,""2019-06-25T06:30:23.000Z"",1143406062172823553,429531188,Surprise,1.36473,11,69,0,0.01,0.018,100
ObjectId("5d257ef46b361d2564f9597f"),48,4,""2019-06-24T15:45:36.000Z"",1143183399143784448,429531188,Fear,1.36473,159,813,0,0.138,0.217,80
ObjectId("5d257ef46b361d2564f95980"),48,3,""2019-06-24T15:26:11.000Z"",1143178512771297280,429531188,Surprise,1.36473,146,581,0,0.127,0.155,60
ObjectId("5d257ef46b361d2564f95981"),48,2,""2019-06-24T15:12:40.000Z"",1143175110368661506,429531188,Joy,1.36473,121,498,0,0.105,0.133,41
ObjectId("5d257ef46b361d2564f95982"),48,1,""2019-06-24T15:10:17.000Z"",1143174513510760448,429531188,Fear,1.36473,133,529,0,0.115,0.141,21
ObjectId("5d257ef46b361d2564f95983"),48,0,""2019-06-24T15:09:01.000Z"",1143174191845449729,429531188,Joy,1.36473,581,1260,0,0.504,0.336,1
ObjectId("5d257ef46b361d2564f95984"),49,5,""2018-08-29T17:55:09.000Z"",1034862031629901824,21665837,Fear,0.91459,20,122,0,0.129,0.224,100
ObjectId("5d257ef46b361d2564f95985"),49,4,""2018-08-29T17:55:09.000Z"",1034862029037809664,21665837,Fear,0.91459,16,82,0,0.103,0.15,80
ObjectId("5d257ef46b361d2564f95986"),49,3,""2018-08-29T17:55:08.000Z"",1034862026928136192,21665837,Surprise,0.91459,26,93,0,0.168,0.171,60
ObjectId("5d257ef46b361d2564f95987"),49,2,""2018-08-29T17:55:08.000Z"",1034862024260575232,21665837,Joy,0.91459,10,41,0,0.065,0.075,41
ObjectId("5d257ef46b361d2564f95988"),49,1,""2018-08-29T17:55:07.000Z"",1034862021009985537,21665837,Joy,0.91459,12,49,0,0.077,0.09,21
ObjectId("5d257ef46b361d2564f95989"),49,0,""2018-08-29T17:55:06.000Z"",1034862018493341696,21665837,Joy,0.91459,70,157,0,0.452,0.288,1
ObjectId("5d257ef46b361d2564f9598a"),50,5,""2019-02-26T21:31:39.000Z"",1100508718112755712,18839937,Surprise,1.31921,983,9467,0,0.128,0.251,100
ObjectId("5d257ef46b361d2564f9598b"),50,4,""2019-02-26T21:31:39.000Z"",1100508717517172736,18839937,Fear,1.31921,525,4111,0,0.068,0.109,80
ObjectId("5d257ef46b361d2564f9598c"),50,3,""2019-02-26T21:31:39.000Z"",1100508716787367936,18839937,Sadness,1.31921,563,4013,0,0.073,0.106,60
ObjectId("5d257ef46b361d2564f9598d"),50,2,""2019-02-26T21:31:39.000Z"",1100508715965329408,18839937,Fear,1.31921,711,4680,0,0.092,0.124,41
ObjectId("5d257ef46b361d2564f9598e"),50,1,""2019-02-26T21:31:38.000Z"",1100508714476331009,18839937,Fear,1.31921,799,4351,0,0.104,0.115,21
ObjectId("5d257ef46b361d2564f9598f"),50,0,""2019-02-26T21:31:38.000Z"",1100508713754882048,18839937,Fear,1.31921,4110,11133,0,0.534,0.295,1
ObjectId("5d257ef46b361d2564f95990"),51,5,""2019-02-19T21:10:20.000Z"",1097966637398020096,56701775,Joy,1.03345,665,3128,0,0.104,0.129,100
ObjectId("5d257ef46b361d2564f95991"),51,4,""2019-02-19T21:06:50.000Z"",1097965757063806976,56701775,Joy,1.03345,642,2903,0,0.1,0.119,80
ObjectId("5d257ef46b361d2564f95992"),51,3,""2019-02-19T21:04:17.000Z"",1097965114727251968,56701775,Joy,1.03345,544,2607,0,0.085,0.107,60
ObjectId("5d257ef46b361d2564f95993"),51,2,""2019-02-19T21:03:07.000Z"",1097964824129085440,56701775,Fear,1.03345,558,2665,0,0.087,0.11,41
ObjectId("5d257ef46b361d2564f95994"),51,1,""2019-02-19T21:02:14.000Z"",1097964598450364417,56701775,Sadness,1.03345,629,2868,0,0.098,0.118,21
ObjectId("5d257ef46b361d2564f95995"),51,0,""2019-02-19T21:01:06.000Z"",1097964312788905987,56701775,Disgust,1.03345,3351,10135,0,0.524,0.417,1
ObjectId("5d257ef46b361d2564f95996"),52,5,""2019-06-23T16:40:56.000Z"",1142834938204631044,1074862735882682368,Joy,0.68012,10,35,0,0.104,0.149,100
ObjectId("5d257ef46b361d2564f95997"),52,4,""2019-06-23T16:36:35.000Z"",1142833840295202816,1074862735882682368,Anger,0.68012,16,47,0,0.167,0.2,80
ObjectId("5d257ef46b361d2564f95998"),52,3,""2019-06-23T16:31:04.000Z"",1142832452580364288,1074862735882682368,Fear,0.68012,8,25,0,0.083,0.106,60
ObjectId("5d257ef46b361d2564f95999"),52,2,""2019-06-23T16:28:42.000Z"",1142831857714761734,1074862735882682368,Joy,0.68012,9,38,0,0.094,0.162,41
ObjectId("5d257ef46b361d2564f9599a"),52,1,""2019-06-23T16:25:54.000Z"",1142831155823161344,1074862735882682368,Joy,0.68012,13,37,0,0.135,0.157,21
ObjectId("5d257ef46b361d2564f9599b"),52,0,""2019-06-23T16:20:13.000Z"",1142829723875258370,1074862735882682368,Fear,0.68012,39,52,1,0.406,0.221,1
ObjectId("5d257ef46b361d2564f9599c"),53,5,""2018-07-24T18:04:07.000Z"",1021818323426672641,16279337,Surprise,0.86429,16,107,0,0.049,0.096,100
ObjectId("5d257ef46b361d2564f9599d"),53,4,""2018-07-24T18:04:07.000Z"",1021818322470363136,16279337,Joy,0.86429,32,166,0,0.098,0.149,80
ObjectId("5d257ef46b361d2564f9599e"),53,3,""2018-07-24T18:04:06.000Z"",1021818321593806849,16279337,Fear,0.86429,23,146,0,0.071,0.131,60
ObjectId("5d257ef46b361d2564f9599f"),53,2,""2018-07-24T18:04:06.000Z"",1021818320377397248,16279337,Joy,0.86429,33,152,0,0.102,0.136,41
ObjectId("5d257ef46b361d2564f959a0"),53,1,""2018-07-24T18:04:06.000Z"",1021818319530119168,16279337,Joy,0.86429,47,163,0,0.145,0.146,21
ObjectId("5d257ef46b361d2564f959a1"),53,0,""2018-07-24T18:04:06.000Z"",1021818318154432512,16279337,Surprise,0.86429,173,382,0,0.532,0.342,1
ObjectId("5d257ef46b361d2564f959a2"),54,5,""2019-06-24T07:45:42.000Z"",1143062629835038721,806759410005487616,Fear,0.78883,10,11,0,0.064,0.125,100
ObjectId("5d257ef46b361d2564f959a3"),54,4,""2019-06-24T07:45:41.000Z"",1143062624088788992,806759410005487616,Joy,0.78883,9,8,0,0.058,0.091,80
ObjectId("5d257ef46b361d2564f959a4"),54,3,""2019-06-24T07:45:34.000Z"",1143062596721025025,806759410005487616,Joy,0.78883,8,5,0,0.051,0.057,60
ObjectId("5d257ef46b361d2564f959a5"),54,2,""2019-06-24T07:39:28.000Z"",1143061061085667329,806759410005487616,Surprise,0.78883,10,7,0,0.064,0.08,41
ObjectId("5d257ef46b361d2564f959a6"),54,1,""2019-06-24T07:36:50.000Z"",1143060397198589953,806759410005487616,Joy,0.78883,9,7,0,0.058,0.08,21
ObjectId("5d257ef46b361d2564f959a7"),54,0,""2019-06-24T07:34:50.000Z"",1143059894003818497,806759410005487616,Fear,0.78883,109,49,1,0.699,0.557,1
ObjectId("5d257ef46b361d2564f959a8"),55,6,""2017-11-28T03:06:14.000Z"",935344052593217536,879548970082721792,Joy,1.04661,116,324,0,0.079,0.11,100
ObjectId("5d257ef46b361d2564f959a9"),55,5,""2017-11-28T03:03:42.000Z"",935343413825802240,879548970082721792,Joy,1.04661,183,418,0,0.125,0.142,84
ObjectId("5d257ef46b361d2564f959aa"),55,4,""2017-11-28T03:00:56.000Z"",935342716342427649,879548970082721792,Joy,1.04661,266,392,0,0.182,0.133,67
ObjectId("5d257ef46b361d2564f959ab"),55,3,""2017-11-28T02:56:42.000Z"",935341654755762176,879548970082721792,Sadness,1.04661,104,317,0,0.071,0.108,50
ObjectId("5d257ef46b361d2564f959ac"),55,2,""2017-11-28T02:54:20.000Z"",935341057939836928,879548970082721792,Joy,1.04661,169,300,0,0.116,0.102,34
ObjectId("5d257ef46b361d2564f959ad"),55,1,""2017-11-28T02:51:50.000Z"",935340429012332544,879548970082721792,Fear,1.04661,124,310,0,0.085,0.105,18
ObjectId("5d257ef46b361d2564f959ae"),55,0,""2017-11-28T02:50:10.000Z"",935340009678344192,879548970082721792,Fear,1.04661,499,883,0,0.341,0.3,1
ObjectId("5d257ef46b361d2564f959af"),56,6,""2019-06-19T03:04:07.000Z"",1141179825173999617,248482567,Joy,1.11892,104,191,1,0.057,0.064,100
ObjectId("5d257ef46b361d2564f959b0"),56,5,""2019-06-19T02:58:43.000Z"",1141178465930137600,248482567,Fear,1.11892,187,303,0,0.102,0.101,84
ObjectId("5d257ef46b361d2564f959b1"),56,4,""2019-06-19T02:58:42.000Z"",1141178464944435200,248482567,Joy,1.11892,167,253,0,0.091,0.085,67
ObjectId("5d257ef46b361d2564f959b2"),56,3,""2019-06-19T02:58:42.000Z"",1141178464009162752,248482567,Fear,1.11892,226,406,0,0.123,0.136,50
ObjectId("5d257ef46b361d2564f959b3"),56,2,""2019-06-19T02:58:42.000Z"",1141178463027699713,248482567,Fear,1.11892,377,739,0,0.206,0.247,34
ObjectId("5d257ef46b361d2564f959b4"),56,1,""2019-06-19T02:58:42.000Z"",1141178461991710720,248482567,Joy,1.11892,124,192,0,0.068,0.064,18
ObjectId("5d257ef46b361d2564f959b5"),56,0,""2019-06-19T02:58:41.000Z"",1141178460733415430,248482567,Fear,1.11892,644,904,0,0.352,0.302,1
ObjectId("5d257ef46b361d2564f959b6"),57,6,""2019-02-21T12:49:10.000Z"",1098565291330568193,854483338530349056,Joy,1.25513,22,237,0,0.142,0.169,100
ObjectId("5d257ef46b361d2564f959b7"),57,5,""2019-02-21T12:49:10.000Z"",1098565290722377728,854483338530349056,Joy,1.25513,12,185,0,0.077,0.132,84
ObjectId("5d257ef46b361d2564f959b8"),57,4,""2019-02-21T12:49:10.000Z"",1098565290042974215,854483338530349056,Joy,1.25513,13,173,0,0.084,0.123,67
ObjectId("5d257ef46b361d2564f959b9"),57,3,""2019-02-21T12:49:09.000Z"",1098565289292161027,854483338530349056,Joy,1.25513,14,177,0,0.09,0.126,50
ObjectId("5d257ef46b361d2564f959ba"),57,2,""2019-02-21T12:49:09.000Z"",1098565288436498432,854483338530349056,Fear,1.25513,13,160,0,0.084,0.114,34
ObjectId("5d257ef46b361d2564f959bb"),57,1,""2019-02-21T12:49:09.000Z"",1098565287656341505,854483338530349056,Joy,1.25513,18,169,0,0.116,0.12,18
ObjectId("5d257ef46b361d2564f959bc"),57,0,""2019-02-21T12:49:09.000Z"",1098565285747949568,854483338530349056,Joy,1.25513,62,303,1,0.4,0.216,1
ObjectId("5d257ef46b361d2564f959bd"),58,6,""2018-12-14T13:40:38.000Z"",1073573481017630722,15407632,Joy,1.20577,2290,10384,0,0.09,0.161,100
ObjectId("5d257ef46b361d2564f959be"),58,5,""2018-12-14T13:35:02.000Z"",1073572071844675584,15407632,Anger,1.20577,1315,5539,0,0.052,0.086,84
ObjectId("5d257ef46b361d2564f959bf"),58,4,""2018-12-14T13:30:16.000Z"",1073570873720754176,15407632,Joy,1.20577,1657,5796,0,0.065,0.09,67
ObjectId("5d257ef46b361d2564f959c0"),58,3,""2018-12-14T13:22:54.000Z"",1073569019490254848,15407632,Joy,1.20577,2250,4587,0,0.089,0.071,50
ObjectId("5d257ef46b361d2564f959c1"),58,2,""2018-12-14T13:17:16.000Z"",1073567599902961664,15407632,Joy,1.20577,2033,7302,0,0.08,0.113,34
ObjectId("5d257ef46b361d2564f959c2"),58,1,""2018-12-14T13:15:24.000Z"",1073567130228903936,15407632,Fear,1.20577,2051,7520,0,0.081,0.117,18
ObjectId("5d257ef46b361d2564f959c3"),58,0,""2018-12-14T13:11:37.000Z"",1073566177027186689,15407632,Fear,1.20577,13744,23308,0,0.542,0.362,1
ObjectId("5d257ef46b361d2564f959c4"),59,6,""2019-05-07T11:28:35.000Z"",1125724101568606208,928481,Joy,1.1925,56,645,0,0.09,0.154,100
ObjectId("5d257ef46b361d2564f959c5"),59,5,""2019-05-07T11:23:03.000Z"",1125722710112448513,928481,Joy,1.1925,44,416,0,0.071,0.099,84
ObjectId("5d257ef46b361d2564f959c6"),59,4,""2019-05-07T11:21:05.000Z"",1125722216098873344,928481,Fear,1.1925,35,380,0,0.056,0.091,67
ObjectId("5d257ef46b361d2564f959c7"),59,3,""2019-05-07T11:19:25.000Z"",1125721796664279042,928481,Joy,1.1925,55,488,0,0.089,0.116,50
ObjectId("5d257ef46b361d2564f959c8"),59,2,""2019-05-07T11:17:51.000Z"",1125721400231309313,928481,Anger,1.1925,57,551,0,0.092,0.132,34
ObjectId("5d257ef46b361d2564f959c9"),59,1,""2019-05-07T11:15:29.000Z"",1125720804585611265,928481,Joy,1.1925,178,920,0,0.287,0.22,18
ObjectId("5d257ef46b361d2564f959ca"),59,0,""2019-05-07T11:11:42.000Z"",1125719851899727872,928481,Joy,1.1925,194,788,0,0.313,0.188,1
ObjectId("5d257ef46b361d2564f959cb"),60,6,""2019-02-06T03:02:16.000Z"",1092981773561020416,25728193,Joy,1.01723,1747,7757,5,0.121,0.117,100
ObjectId("5d257ef46b361d2564f959cc"),60,5,""2019-02-06T03:02:15.000Z"",1092981772210589696,25728193,Joy,1.01723,971,5606,3,0.067,0.085,84
ObjectId("5d257ef46b361d2564f959cd"),60,4,""2019-02-06T03:02:15.000Z"",1092981771145113600,25728193,Fear,1.01723,565,4189,4,0.039,0.063,67
ObjectId("5d257ef46b361d2564f959ce"),60,3,""2019-02-06T03:02:15.000Z"",1092981770503344128,25728193,Fear,1.01723,1003,5417,4,0.069,0.082,50
ObjectId("5d257ef46b361d2564f959cf"),60,2,""2019-02-06T03:02:15.000Z"",1092981769798770688,25728193,Fear,1.01723,959,5056,3,0.066,0.076,34
ObjectId("5d257ef46b361d2564f959d0"),60,1,""2019-02-06T03:02:15.000Z"",1092981769232498689,25728193,Fear,1.01723,840,5124,3,0.058,0.077,18
ObjectId("5d257ef46b361d2564f959d1"),60,0,""2019-02-06T03:02:14.000Z"",1092981768670523393,25728193,Joy,1.01723,8370,33042,3,0.579,0.499,1
ObjectId("5d257ef46b361d2564f959d2"),61,6,""2019-05-08T03:37:22.000Z"",1125967904825118720,1130070541,Joy,1.00639,859,2859,0,0.099,0.118,100
ObjectId("5d257ef46b361d2564f959d3"),61,5,""2019-05-08T03:37:22.000Z"",1125967903113846784,1130070541,Fear,1.00639,649,2137,0,0.075,0.089,84
ObjectId("5d257ef46b361d2564f959d4"),61,4,""2019-05-08T03:37:21.000Z"",1125967900878278658,1130070541,Joy,1.00639,622,2142,0,0.072,0.089,67
ObjectId("5d257ef46b361d2564f959d5"),61,3,""2019-05-08T03:37:21.000Z"",1125967899729047555,1130070541,Fear,1.00639,680,2361,0,0.079,0.098,50
ObjectId("5d257ef46b361d2564f959d6"),61,2,""2019-05-08T03:37:21.000Z"",1125967898084827136,1130070541,Disgust,1.00639,715,2399,0,0.083,0.099,34
ObjectId("5d257ef46b361d2564f959d7"),61,1,""2019-05-08T03:37:20.000Z"",1125967896277147654,1130070541,Joy,1.00639,898,2908,0,0.104,0.12,18
ObjectId("5d257ef46b361d2564f959d8"),61,0,""2019-05-08T03:37:19.000Z"",1125967893668270082,1130070541,Fear,1.00639,4220,9327,0,0.488,0.386,1
